tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
8.25E+17,"RT @nytimes: George Orwell’s ""1984"" has seen a surge in sales this month https://t.co/QNcdmSGPLY",1123,0,Twitter for iPhone,1/27/2017 1:03,4715408370,STRYPSWA,STRYPS,1/5/2016 21:59,,245,546,"Seattle, WA",
8.25E+17,"RT @2ALAW: How Police Officers Handled Protesters In Portland Today.

Donald Trump Isn't Coming..
He Is HERE......💥 Boom 💥

@steph93065
#Ba…",134,0,Twitter for iPhone,1/27/2017 1:03,70833127,ErsteKrieger,Holger Danske,9/2/2009 0:31,"Inter cruces trumphans en cruces!  US Navy vet. EOD Tech from EODMU2. BAMF! Constitutional conservative. Mech. Eng USC. MBA, Darla Moore School of Business, USC",791,668,The South,
8.25E+17,"RT @owillis: Donald Trump: a weak, flaccid, small, inadequate and impotent presidency. You will never be great.",64,0,Twitter Web Client,1/27/2017 1:03,312195609,sherijr,sherijr,6/6/2011 18:46,"Proud Liberal Democrat, Solid Obama~Biden Supporter  Army Vet, mom/ grandma.Animal & earth lover #VOTE  #BlackLivesMatter #ImWithHer #NeverMyPresident  #Resist",4516,4999,Baltimore MD Citizen 2012 ,Central Time (US & Canada)
8.25E+17,"RT @owillis: I have taken REAL Donald Trump headlines from the past 24 hours and changed ONE, SUBTLE thing about them #SpicerFacts https://…",1985,0,Twitter for iPhone,1/27/2017 1:03,2571419360,tiReynard,'ti Reynard,6/16/2014 18:29,"scholar, opinionated, liberal both politically and with my affections, dreamer, Faerie-blooded, naturally curious, and a bit of a moon-gazer.",7201,779,✨New⭐️England✨,Central Time (US & Canada)
8.25E+17,"RT @owillis: Donald Trump: a weak, flaccid, small, inadequate and impotent presidency. You will never be great.",64,0,Twitter for Android,1/27/2017 1:03,174859814,fangpusskins,Ms Davis,8/5/2010 0:40,"Wake county substitute/math teacher, bleeding heart liberal, driven to Twitter by NC gov Pat McCrony.",2080,5003,,
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,Twitter for iPhone,1/27/2017 1:03,4184323034,Derrickaaa3,🌹,11/9/2015 23:41,,924,673,"Lake Charles, LA",
8.25E+17,"RT @RichardWeaving: @POTUS  @realDonaldTrump @WhiteHouse 
Donald J. Trump
Best President
Ever  ! https://t.co/DuQ6EJeTPr",5,0,Twitter for Android,1/27/2017 1:03,3903251179,KSmith233035,K Smith,10/15/2015 13:38,"Wife,Mother,Christian and conservative. No lists please! No porn! #MAGA #Trump",2104,2046,,
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,Twitter for iPhone,1/27/2017 1:03,1938530960,Click_On_Meme,Melissa🍫,10/5/2013 18:40,Positive Vibes🙏🏾 Fiesty|Princess👸🏾,3329,3021,"MAC, Milani & NYX Cosmetics",Eastern Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,Twitter Web Client,1/27/2017 1:03,750486529,snhollander,sabrina,8/11/2012 2:28,,310,465,,
8.25E+17,RT @EvilGary101: If you hated #POTUSonABC get ready for @AlecBaldwin on #SNL Feb. 11th for a full episode dedicated to @POTUS. https://t.co…,75,0,Twitter for iPhone,1/27/2017 1:03,117896200,Tawny_Berlin,Tawny,2/26/2010 23:57,"I love you, My ocean blue",147,114,California(: ,Pacific Time (US & Canada)
8.25E+17,"After Trump issues science gag orders, government scientists begin going rogue, plan march on D.C. https://t.co/3qFOM0jG3v",0,0,Twitter for iPhone,1/27/2017 1:03,213016648,sonnje,John Sonntag,11/7/2010 18:39,"I'm a patriotic, liberal ex-Coastie who believes government has an important role to play in our society. I like Hamilton, Henry Clay, Lincoln, FDR, etc.",1178,2054,"Tallahassee, Florida",
8.25E+17,RT @BoomboxCartel: really hope Donald Trump steps on a lego and then stubs his little toe,102,0,Twitter for iPhone,1/27/2017 1:03,268594515,CataVayo,Catita,3/19/2011 2:50,Electronic Dance Music. PLUR. #LoveIsLove #SorryNotSorry #WoozyGang #MelloGang,732,191,,Buenos Aires
8.25E+17,RT @Newsweek: There are cracks in Trump's wall strategy—and not just about who's going to pay for it https://t.co/thRoAFYJnG https://t.co/b…,15,0,Twitter for Android,1/27/2017 1:03,166660942,donlymrb,Marcus R. Bennett,7/14/2010 18:16,"Writer, gym lover, expert in all things political & historical, Poly-Sci degree, & self proclaimed satire King.
#nevertrump",119,531,"North Carolina, USA",Eastern Time (US & Canada)
8.25E+17,"#JMCFoward: Donald Trump Is Making Journalism Great Again. 
https://t.co/FdBYXFm5Pw",0,0,Twitter Web Client,1/27/2017 1:03,2732329177,lynjoele,Carlyle Addy,8/14/2014 17:27,"Freelance writer and photographer; Site contributor for Charlotte On Acid; nominal ""fag speaker""",39,126,"Charlotte, NC",Pacific Time (US & Canada)
8.25E+17,ON AIR NOW - Alarming increase in assassination comments targeting Donald Trump but media ignores https://t.co/QqOmKglaZA #tcot,0,0,Hootsuite,1/27/2017 1:03,18027450,carldemaio,Carl DeMaio,12/10/2008 19:16,Official twitter account of Carl DeMaio,11998,6985,San Diego,Pacific Time (US & Canada)
8.25E+17,"RT @SarahLerner: As Donald Trump closes our borders to refugees, remember that Hillary Clinton sent this email: https://t.co/BcUoKJr02X",23118,0,Twitter for Android,1/27/2017 1:03,7.92E+17,JoshuaSStinson,Joshua Stinson,10/28/2016 14:38,,20,281,,
8.25E+17,RT @WSJ: Canceled Trump-Peña Nieto meeting marks biggest U.S.-Mexico rift in decades https://t.co/LzgAZ6MHnT,43,0,Twitter for Windows Phone,1/27/2017 1:03,1855543388,juan202431,Juan Robles,9/11/2013 21:49,,340,678,,
8.25E+17,"RT @NPRinskeep: ""Other presidents... made a point of shielding themselves from the nonstop chatter to avoid becoming too reactive."" https:/…",52,0,Twitter for iPhone,1/27/2017 1:03,8.24E+17,Chauffeurde3,Elizabeth James,1/24/2017 15:55,,10,162,,
8.25E+17,RT @realtalktruthD: Trump’s signature trade policy was debunked by Adam Smith more than 200 years ago https://t.co/f27XE28Cb9 via @qz,1,0,Twitter for iPhone,1/27/2017 1:03,1271173291,NotJAFO,JAFO,3/16/2013 1:48,,470,1441,NJ,Pacific Time (US & Canada)
8.25E+17,"#Britain and America will no longer invade foreign countries 'to make the world in their own image', PM says... https://t.co/MKBmAkvmzJ",0,0,Facebook,1/27/2017 1:03,411621494,judymorris3,judy morris,11/13/2011 17:18,"Advocates for peace, liberty and prosperity.  Ron Paul supporter.
Facebook: https://t.co/n21dAg98Tl
Blog: http://t.co/8THZ9HGpue",3869,3088,Texas,Central Time (US & Canada)
8.25E+17,"RT @JKH2: ""Donald Trump is temperamentally unfit to be President and commander in chief"" -HRC https://t.co/ohUIb5kpZN",28,0,Twitter for iPad,1/27/2017 1:03,466992330,LisaTalmadge,Lisa Talmadge,1/18/2012 0:50,"Coffee, naps, chocolate, wine, politics. #LGBTI #Liberal #feminist #BLM #ImWithHer NO LISTS",3018,5001,"Vermont, USA",Eastern Time (US & Canada)
8.25E+17,@CNNPolitics @cnnbrk  Try it on Donald Trump first  !!!,0,0,Twitter for iPhone,1/27/2017 1:03,8.15E+17,steveipip,SteveI,12/31/2016 18:04,,1,38,United States,
8.25E+17,RT @Newsweek: There are cracks in Trump's wall strategy—and not just about who's going to pay for it https://t.co/thRoAFYJnG https://t.co/b…,15,0,Twitter for iPhone,1/27/2017 1:03,33318140,patrioticmomusa,Mom,4/19/2009 21:35,Love golf and art. Progressive. Positive!,479,1856,NC,Eastern Time (US & Canada)
8.25E+17,RT @HuffPostPol: Petition demanding Donald Trump release his tax returns breaks White House record https://t.co/LaJ8RlZjNu https://t.co/75O…,106,0,Twitter Web Client,1/27/2017 1:03,4767546775,cbwaszak,Christina W.,1/16/2016 8:30,"Pharmacovigilance QA/Regulatory Affairs professional/Avid reader /Admirer of the Arts /Student of Life, History, Archaeology, Sciences & Religious Studies",477,632,"New Jersey, USA",Eastern Time (US & Canada)
8.25E+17,RT @ddale8: #TrumpCheck: President Donald Trump said at least 10 false things in his first major television interview as president. https:/…,3796,0,Twitter for iPad,1/27/2017 1:03,112003104,FrancoIKU,Franco,2/6/2010 22:53,progressive,1379,3261,wherever,Central Time (US & Canada)
8.25E+17,"RT @mviser: Will the 20 percent tax on goods from Mexico apply to the Donald J. Trump Signature Collection suits, made in Mexico? https://t…",2820,0,Twitter Web Client,1/27/2017 1:03,7.27E+17,JasonSterlacci,Jason Sterlacci,5/1/2016 23:29,Jeopardy! Teachers Tournament winner; Sporcle editor; indie wrestling fan; nerd.,266,250,"New Jersey, USA",Eastern Time (US & Canada)
8.25E+17,RT @EricSpracklen: Donald Trump on Obamacare today at the GOP retreat in Philly https://t.co/CC8LA5ecGS,5,0,Twitter Web Client,1/27/2017 1:03,7.52E+17,LeVoyageur22,Robert Rotus,7/10/2016 14:43,,43,74,,Central Time (US & Canada)
8.25E+17,RT @SenoraCatolica: No soporto a Donald Trump.,100,0,Twitter for iPhone,1/27/2017 1:03,3438644067,Camil0890,Camilo,8/25/2015 1:34,"Puentes, no muros.",26,0,Bogotá Col ,Pacific Time (US & Canada)
8.25E+17,RT @PalmerReport: White House insider claims Reince Priebus nearly resigned amid Donald Trump’s meltdown https://t.co/K4CTn5n33f,12,0,Mobile Web (M5),1/27/2017 1:03,477224996,kadkins000,kadkins,1/28/2012 23:51,"Accountant Hornets Panthers
Kembaaaa!!!!


Never trust a man who shits on gold toilets....",461,623,North Carolina,Eastern Time (US & Canada)
8.25E+17,RT @tristanreveur: Donald Trump hates this very unflattering photo of himself. https://t.co/y628mBVp8W,439,0,Twitter for iPhone,1/27/2017 1:03,23819154,JonnyEddd,Jonny Ed,3/11/2009 20:03,Mostly music and games. Whats up with that. @honeyspiderband,302,923,"Leeds, United Kingdom",London
8.25E+17,The United States Grand Wizard Donald Trump is on day 7 and already up to 12 Executive Orders.,0,0,Plume for Android,1/27/2017 1:03,274372804,IamTrentJeter,Trent Britain Jéter,3/30/2011 6:11,IG: iamtrentbritain,154,52,"New York, New York",Eastern Time (US & Canada)
8.25E+17,#Obama trying to Close Gitmo so he can release more #Terrorists https://t.co/zuuLZVlQVp,0,0,Following_The_People,1/27/2017 1:03,119161370,saul42,Tactical Investor,3/2/2010 21:14,Utilizing key elements of Technical analysis with the most compelling elements of mass psychology to determine stock market topping and bottoming action.,102376,70371,USA,Central Time (US & Canada)
8.25E+17,RT @PalmerReport: White House insider: Reince Priebus nearly resigned amid Donald Trump’s crowd size meltdown https://t.co/K4CTn5n33f,14,0,Twitter for iPad,1/27/2017 1:03,1210098278,CastonChris,Christine Caston,2/22/2013 23:44,,1583,676,"Chicago, Illinois",Eastern Time (US & Canada)
8.25E+17,NASA launches unofficial Twitter account in defiance of Donald Trump https://t.co/C7ALmtegLy via @PalmerReport,0,0,Twitter Web Client,1/27/2017 1:03,9628682,anjanetteu,Anjanette Urdanivia,10/23/2007 17:20,"Educator, Technical Writer & Consultant specializing in Data Driven Instruction, Data Analyst, Techie, K-12 Charter Schools Developer, & Stock market enthusiast",1496,1118,"San Diego, CA.",Pacific Time (US & Canada)
8.25E+17,"RT @JamesMartinSJ: Stirring up hatred against one group is evil: ""Trump to publish weekly list of crimes committed by immigrants"": https://…",109,0,Mobile Web (M5),1/27/2017 1:03,403176803,4causeNcomrades,Dick Whitman,11/2/2011 3:54,"Teacher, writer, news junkie, history buff",98,769,"Florida, USA",Eastern Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,617605679,XOXO_Maraa,Finally 18 😝😌,6/25/2012 0:23,"AMOS: Tumor_Booty✨| JUN18R 🎓❣️| Don't set your hopes too high, every hello ends with a goodbye. ❤ | #LLL |#RIPTrevon|... 18yrs young 😜",9235,9199,United States,Eastern Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,2588609090,Hellamud,TERROR SQUAD 🎴,6/26/2014 1:49,It aint ever what you think it is #DMG #DGMG #NotMyPresident Get me to 5k 💸,5000,5468,"Houston, TX ☁️",Central Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,1029589814,_OMGItzTeddy,Feb. 8 😱,12/23/2012 1:10,"тнє мσѕт нιglу υndєrrαтє∂ of му gєnєrαтισn - if I follow you, follow back. #WatchMeDoMyThang",45359,31866,"Miami, FL",Eastern Time (US & Canada)
8.25E+17,"RT @homozapp: 'Let’s make America great again?', la respuesta de Corona a Donald Trump https://t.co/oFQQjH5JbH https://t.co/JUOuPztWpQ",13,0,Twitter for Android,1/27/2017 1:03,392207766,rock_steadee,Despierta Mexico,10/16/2011 18:04,Gracias por seguirme y por tus RT. Amo mi pais. Busco que estes informad@. No a las injusticias en ningun lugar del mundo. MTY ajua!.,726,1045,,Monterrey
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,222436369,AsapHeavens,chill,12/3/2010 12:20,,5510,1365,global,Atlantic Time (Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,3077920786,asshickey,ㅤㅤㅤ,3/7/2015 19:06,are you still you?,19476,21240,XO.,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,506632089,ygselena,Selena,2/28/2012 0:38,N❤️ | make america hyphy again.,13295,12974,poppin it for your fav rapper,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.88E+17,dailyfunpack,MOMENTS n MEMORIES,10/18/2016 4:01,"Love and Fun That's all I need
14/01/2017",16022,17034,,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.77E+17,Bragdiff,CARGOBAYY STORE,9/18/2016 12:18,Get 15% Off On Any Order With a  Discount Code [SKI] Plus Free Shipping And Quick  Delivery💪💯,12023,8257,United States,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,452010234,diozzeparis,diozze,1/1/2012 9:14,,14939,905,Maryland ✈️ Florida,Atlantic Time (Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,3461242815,Deemy_Cash,MikeBoogieNoHoodie,8/27/2015 20:39,#blessed,12493,7158,"Pennsylvania, USA",Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,2593792957,baesandbaddies,Baes and Baddies,6/28/2014 22:24,The most beautiful and baddest girls on twitter. Follow and DM pics if you want to be featured.,25642,11651,,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,872869764,BryceFaubel,Bryce Faubel,10/11/2012 2:38,Snap (BryceFaubs) | IG (@BryceFaubel) | business inquires // brycefaubel@gmail.com,9938,2324,,Eastern Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.63E+17,miimiibrown,Miimii,8/10/2016 19:58,im me love or hate me i still wont care 💚,2400,4647,"Ohio, USA",
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,622437110,badrexans,BODMON,6/30/2012 2:43,@spectiful is my princess 💕 IG: badreaxans 👻:svnsxtional // more tweets in likes 🔥,20088,7382,"Rockford, IL",Central Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,8.07E+17,BurntOutPalin,Burnt Gawd,12/8/2016 14:22,GT:BurtGawdTT.  PSN:BurntGawdGlo. I can't sleep without my glock. CO 2018,1191,62,"Toms River, NJ",Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,174020306,Chicago_Styles,C-Styles,8/2/2010 22:47,"RGV and Chicago Worked with some of your fave artist! New single HYPNOTIZE ft. JBDK out now! 
https://t.co/3Ng2RTbwfC…",62671,63520,Chicago IL/Brownsville TX,Central Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.97E+17,DamnLawn,Werd March 3rd,11/12/2016 15:15,Owner of @Digitaltrappers and Various Promo Outlets,5894,3945,United States,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,2658225086,eatmypassiion,Ałı¢e 💕,7/19/2014 0:47,Greek Goddess 👸🏽🌸💕🐘🌈🌈🌈🌈🌈🌈. -----------Add My SC: @QuiitaSoUnique ' 🌸🌺🌸,10609,8012,"Irvington, NJ",
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,613764027,DAMOSTCURVED,MOST CURVED,6/20/2012 19:15,IF YOU GOT OFFENDED BY ANYTHING I TWEET EAT A TAMPON CAUSE YOU A PUSSY. #CURVESQUAD LEADER,65799,195, ,Atlantic Time (Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,811888178,ComedicGenies,Follow 4 funny vids!,9/8/2012 23:22,Central hub for your favorite videos 📽 DM for a feature! We don't claim the rights to these videos.,145409,84924,,Eastern Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,157267535,hoIdmydrugs,hoIdmydrugs,6/19/2010 9:33,*sexually frustrated*,51829,4519,,London
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.21E+17,CollegeBooties,CollegeBooties,4/15/2016 1:35,,2912,961,,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,616966255,gIockboy,ㅤㅤㅤ,6/24/2012 9:39,⠀⠀⠀⠀⠀l o s t,29946,27146,,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.66E+17,entolls,☽,8/18/2016 3:20,#getactive 🔔Turn on Post Notifications Turn off my Retweets,14183,4731,"Los Angeles, CA",Pacific Time (US & Canada)
8.25E+17,RT @BillPalmer: The Resistance against Donald Trump is now being led by Smokey the Bear. https://t.co/W5KIPKL3v6,11,0,Twitter for Android,1/27/2017 1:03,7.98E+17,DarleneFox03,Darlene Fox,11/15/2016 7:23,"Resist ethnonationalism.
Support universal basic income.

Economic justice is racial justice.",4,32,,
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.78E+17,GlowOutlet,Slay 💋,9/20/2016 19:27,,5433,3487,Turn On Notifications ,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,2553190572,deIlicate,love,6/7/2014 19:52,actions not words,11425,207,,Atlantic Time (Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,4605926656,gxxdd_vxbez,☾,12/26/2015 1:44,Fᴏʟʟᴏᴡ ᴍᴇ ﹠Tᴜʀɴ ᴏɴ ɴᴏᴛɪғɪᴄᴀᴛɪᴏɴs & Retweet,16616,9439,,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.97E+17,devinguerilla,Trillavelli,11/12/2016 14:53,Still Smokin Thraxxx Juhearddd | Free Jay | Free Marc | XBL: Trillnotbroke,2969,2906,"Bayonne, NJ",Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,1405914158,King_Sarcastic,♈✨ E ✨♈,5/5/2013 19:32,#SarcasticAsshole 😂💯 #NIU19 ✨ #Aries ♈️✨ SC : kidd_aries ✨Kiana's Boyfriend 🙈😘❤️💍,4093,3628,,Eastern Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,2827021148,GAY4_ONIKA,hot pocket 🐱,9/22/2014 22:12,available | ugly asf w slight clout | forever single.,18482,8952,being a lesbean ,Tijuana
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,436726603,External_12,ℰXᏆℰℛℕᎯℒ ᎫᎯᎽ ☄️,12/14/2011 14:03,You either fight for what you have or simply lose everything you could of had ~ wise Youngstown State University,30748,31015,      New York ✈️ Ohio,Atlantic Time (Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,2730749434,httpbaesicful,httpbaesicful,8/1/2014 13:42,⠀,9675,10963,,Eastern Time (US & Canada)
8.25E+17,RT @PalmerReport: White House insider: Reince Priebus nearly resigned amid Donald Trump’s crowd size meltdown https://t.co/K4CTn5n33f,14,0,Twitter for Android,1/27/2017 1:03,2342849420,RexachWanda,@Rex,2/14/2014 1:39,,220,880,Florida,
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,464380216,KanyeWestCamp,Pres. Yeezus,1/15/2012 5:04,"Follow & Support For The Youth 2020, Yeezus *****Tweets Are In Media*****",16691,4880,,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,713581711,iAmYungAD,YungAD😈💦💎,7/24/2012 3:08,MUSIC PRODUCER 🎹🎧,13308,1035,FL Studio ,Atlantic Time (Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,2492454299,I_am_richmind,🌺,4/18/2014 15:41,Your Girl Reads my Tweets When You Fuck Up💯,7483,1971,,Eastern Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.30E+17,joeyonmars,Joey,5/11/2016 13:34,🇬🇭🇨🇮,4606,2581,Ghana,International Date Line West
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,202522513,NorthVibess,North Agency ENT,10/14/2010 6:46,"A&R, Music and, Entertainment for The @NorthLLC & @30secsoftalent | Sponsored By: @AzioCorp and @HypeEnergy | Credits: @DlannieBrown & @AngelaHesse",16116,10283,"Los Angeles, CA",Eastern Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.16E+17,LitKashi,Marquel🌊,3/31/2016 22:33,マダマダ,11600,4066,East High School,Pacific Time (US & Canada)
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,7.14E+17,Inthe6s,🌊,3/28/2016 0:44,,3059,955,Get your sauce up,
8.25E+17,"RT @YoRoyRobin: Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NOT My President. 
Donald Trump is NO…",1235,0,TweetDeck,1/27/2017 1:03,222854216,KaixCam,Kai and Cam,12/4/2010 17:11,SpectrumEp,91397,40808,"Los Angeles, CA",Central Time (US & Canada)
